match_id,pitch,players_a,players_b,true_team_a_strength,true_team_b_strength,true_probability_a,goals_a,goals_b
574,box,"12,22,36,16,48,13","2,44,17,7,42,9",1487.043,1571.782,0.380414,5,8
575,box,"20,30,16,24,45,43","11,34,40,28,5,8",1457.0,1569.025,0.344147,4,10
576,box,"25,45,24,21,39,28","41,16,3,38,13,35",1470.043,1541.677,0.398348,7,10
577,hf,"18,9,33,38,32,14","6,31,40,5,11,46",1542.872,1522.603,0.529135,6,5
578,hf,"34,30,12,21,24,48","31,32,42,18,38,26",1464.47,1469.587,0.492637,6,7
579,box,"13,29,16,26,14,20","28,25,37,11,24,17",1582.24,1550.2,0.545979,7,10
580,hf,"38,3,30,33,40,22","28,29,46,42,27,24",1521.882,1446.81,0.606386,11,9
581,hf,"12,29,15,17,42,5","23,6,19,33,39,35",1570.805,1525.133,0.565351,7,10
582,hf,"5,24,3,35,13,22","44,43,17,20,18,42",1627.26,1441.702,0.744247,19,7
583,hf,"46,35,17,1,20,19","23,26,41,38,45,31",1548.687,1424.548,0.671416,16,7
584,box,"26,15,47,14,31,46","34,38,36,30,39,22",1425.777,1452.76,0.461246,9,12
585,hf,"14,29,47,36,2,24","9,37,42,20,1,32",1511.81,1561.648,0.428765,9,10
586,hf,"44,26,45,35,20,21","38,2,37,3,9,10",1434.133,1641.51,0.232588,7,15
587,hf,"39,48,37,26,25,14","45,5,35,44,13,31",1425.852,1457.285,0.454887,9,8
588,hf,"6,11,7,44,36,12","3,39,32,2,43,13",1563.653,1575.757,0.482589,9,8
589,box,"43,34,5,30,4,24","47,1,11,21,27,26",1554.177,1546.44,0.511132,10,5
590,hf,"14,9,48,20,28,43","31,11,39,37,45,13",1461.178,1460.535,0.500926,7,8
591,hf,"10,29,5,26,39,16","34,22,37,32,30,38",1573.008,1467.007,0.647985,8,5
592,hf,"30,23,45,20,26,40","12,27,16,42,28,48",1457.13,1449.775,0.510583,7,6
593,hf,"45,3,16,11,18,41","35,19,5,14,32,27",1543.425,1564.025,0.470389,7,9
594,hf,"7,33,21,27,29,11","17,14,47,3,30,2",1577.717,1582.667,0.492877,6,5
595,box,"48,26,13,47,3,1","17,8,9,21,30,32",1507.135,1585.252,0.389438,7,12
596,hf,"29,9,31,18,11,44","2,39,7,12,19,8",1531.148,1640.797,0.347242,8,11
597,hf,"1,44,18,10,29,23","12,14,3,35,41,47",1581.595,1495.258,0.621753,9,4
598,hf,"42,43,46,47,7,25","20,29,4,39,1,40",1361.79,1587.298,0.21448,2,8
599,hf,"24,16,13,6,2,27","44,1,22,46,5,15",1648.008,1544.748,0.644377,15,9
600,box,"43,11,47,3,27,33","7,21,41,36,13,14",1480.348,1550.408,0.40052,7,10
601,box,"21,12,1,26,42,48","46,25,14,30,15,5",1504.247,1535.047,0.455791,6,7
602,hf,"27,20,39,32,7,35","37,11,17,44,21,25",1518.567,1507.977,0.515236,5,6
603,hf,"41,45,21,43,31,5","22,2,39,38,29,25",1439.545,1544.742,0.353073,5,8
604,box,"46,1,15,2,40,8","20,16,28,41,6,4",1598.618,1597.477,0.501643,10,8
605,hf,"16,47,39,29,22,9","18,21,3,34,27,19",1476.048,1598.745,0.330417,10,14
606,box,"22,16,14,35,4,43","47,15,39,25,34,21",1552.802,1446.322,0.648613,10,5
607,hf,"13,4,41,10,14,9","6,12,38,36,44,16",1626.035,1504.915,0.667572,10,8
608,hf,"11,47,13,16,28,12","39,45,20,19,37,29",1524.52,1449.042,0.606945,15,11
609,hf,"31,6,24,26,25,11","48,29,28,33,40,10",1581.858,1435.108,0.699467,11,7
610,box,"25,28,6,20,39,35","10,36,12,17,48,30",1530.123,1478.328,0.573992,10,5
611,hf,"46,31,13,10,48,1","43,33,24,32,26,27",1488.495,1477.705,0.515523,9,10
612,hf,"42,38,5,27,3,8","25,37,11,13,28,17",1587.345,1560.215,0.538964,10,11
613,hf,"41,45,24,47,4,42","25,28,16,40,31,3",1394.153,1560.202,0.27771,9,12
614,hf,"2,45,43,42,10,17","39,30,44,46,16,11",1491.348,1432.558,0.583807,4,3
615,hf,"26,46,38,6,34,13","28,11,42,17,20,33",1488.733,1530.108,0.440736,8,9
616,box,"27,47,6,7,41,37","23,10,18,14,26,20",1465.917,1595.688,0.32147,8,13
617,box,"45,27,34,47,42,19","28,11,12,24,40,9",1371.25,1569.688,0.241898,10,17
618,box,"14,12,13,4,47,46","17,27,29,7,11,6",1498.6,1619.157,0.333148,7,10
619,box,"38,16,31,32,44,7","1,4,18,42,48,3",1489.318,1586.15,0.364147,6,10
620,box,"18,32,31,22,39,28","45,24,42,21,16,41",1505.633,1441.84,0.590788,7,11
621,hf,"7,1,30,45,26,9","2,39,8,34,18,16",1584.428,1595.76,0.483698,6,5
622,box,"27,43,13,1,41,21","2,44,24,3,47,29",1541.227,1521.598,0.528217,10,2
623,box,"31,43,45,7,25,19","39,13,10,34,37,33",1470.402,1503.028,0.453184,12,8
624,hf,"30,11,29,8,31,43","35,16,41,14,47,6",1517.07,1468.865,0.568931,15,8
625,box,"21,25,18,15,17,43","31,8,9,35,32,6",1535.123,1577.487,0.439335,9,11
626,box,"5,42,22,25,45,47","43,36,28,15,39,17",1416.858,1469.605,0.424669,12,8
627,box,"48,8,37,24,9,21","25,46,1,20,4,35",1497.09,1576.34,0.387888,7,9
628,box,"44,9,34,43,39,38","15,7,26,1,35,30",1410.487,1607.742,0.243149,4,10
629,box,"44,30,10,39,19,46","3,45,21,20,33,8",1432.102,1565.002,0.317554,4,10
630,hf,"14,32,19,25,4,22","10,48,15,44,12,47",1603.435,1389.793,0.773787,15,11
631,hf,"11,2,36,26,22,28","31,23,45,40,5,34",1592.883,1468.39,0.671867,14,11
632,hf,"45,36,26,7,9,21","38,4,20,30,11,37",1522.723,1556.135,0.452064,9,8
633,box,"14,13,42,1,24,37","7,10,25,28,11,4",1572.673,1652.327,0.387337,6,10
634,box,"33,42,22,38,28,10","41,26,16,3,8,40",1497.387,1561.463,0.408818,10,5
635,box,"45,43,47,6,30,42","25,18,29,24,1,8",1353.25,1631.858,0.167451,8,16
636,hf,"15,2,38,37,45,31","18,7,46,12,25,43",1494.348,1494.303,0.500065,8,9
637,hf,"21,5,46,35,12,26","2,43,36,45,34,32",1518.46,1450.562,0.596488,7,6
638,box,"42,8,14,43,47,12","39,45,1,36,29,21",1442.265,1499.043,0.419009,10,7
639,box,"3,6,8,33,20,24","35,11,28,1,16,44",1644.418,1560.487,0.618491,11,5
640,hf,"35,29,9,37,32,21","34,23,39,48,33,14",1514.842,1429.072,0.620985,9,6
641,box,"3,13,10,20,14,9","39,36,44,38,23,18",1671.972,1436.498,0.795026,10,5
642,box,"25,42,11,26,30,6","17,28,10,35,14,5",1543.76,1596.923,0.424083,4,10
643,hf,"37,43,42,33,39,11","27,10,21,28,25,2",1421.633,1618.288,0.243785,9,14
644,hf,"35,8,44,36,27,5","22,41,6,24,42,18",1509.387,1519.833,0.484971,9,8
645,hf,"15,25,7,8,12,34","20,38,32,46,43,23",1607.862,1420.115,0.746637,12,5
646,hf,"39,7,4,11,21,25","12,23,35,36,26,31",1612.367,1510.027,0.643162,13,10
647,hf,"46,10,43,9,47,25","37,18,4,24,16,27",1414.21,1584.188,0.273195,12,19
648,hf,"30,33,19,18,28,34","15,20,6,41,27,21",1522.062,1561.313,0.443751,8,11
649,hf,"6,11,37,4,48,19","36,32,1,28,33,9",1537.597,1578.473,0.441444,7,13
650,hf,"45,8,26,1,40,13","48,28,35,23,16,34",1549.603,1442.487,0.649448,13,8
651,box,"11,44,34,15,12,5","24,9,33,23,4,28",1558.862,1604.552,0.434623,6,10
652,hf,"35,8,19,20,31,46","17,14,1,37,26,41",1496.33,1565.277,0.40206,6,11
653,box,"3,30,40,32,4,23","1,46,47,22,20,43",1588.433,1437.738,0.704219,12,9
654,box,"1,7,28,32,13,6","34,33,10,27,8,45",1655.138,1507.288,0.700796,10,4
655,box,"24,20,48,28,12,35","18,7,29,40,11,9",1467.667,1583.945,0.338642,7,9
656,hf,"13,8,48,19,3,9","26,27,22,44,11,46",1581.475,1459.958,0.668078,15,6
657,hf,"8,27,32,36,46,9","21,26,33,25,43,48",1500.843,1413.83,0.622668,9,6
658,box,"23,33,1,44,16,4","22,28,39,46,41,31",1600.445,1419.658,0.738983,10,6
659,hf,"10,47,33,12,16,18","8,17,44,28,13,31",1513.068,1530.198,0.475368,5,6
660,hf,"12,13,38,41,45,10","15,8,9,26,3,18",1482.567,1657.743,0.267293,6,13
661,box,"40,13,6,4,25,27","34,20,15,48,22,28",1595.357,1470.927,0.671787,10,6
662,hf,"18,24,48,23,27,16","21,4,12,3,1,41",1487.98,1681.66,0.246956,8,12
663,hf,"18,39,7,28,12,17","32,24,22,20,8,46",1572.987,1516.332,0.580818,6,8
664,hf,"24,48,38,34,39,47","16,18,14,46,25,6",1327.683,1548.03,0.219528,9,17
665,hf,"8,3,38,42,13,44","29,7,5,35,22,20",1524.513,1590.165,0.406628,10,13
666,box,"3,9,13,27,36,17","44,23,24,29,8,28",1616.268,1520.807,0.634025,10,8
667,hf,"2,11,39,18,9,19","3,37,4,13,26,32",1624.663,1614.493,0.514632,7,9
668,box,"33,25,36,47,26,39","18,14,12,1,11,37",1409.208,1632.048,0.217079,2,7
669,box,"30,33,46,34,17,20","15,19,18,36,8,11",1469.2,1592.185,0.33005,6,10
670,box,"18,9,48,4,42,16","14,35,8,1,23,24",1513.872,1625.757,0.344329,5,11
671,box,"9,27,40,19,21,4","41,1,23,15,18,12",1590.173,1606.105,0.477089,4,3
672,box,"38,7,45,25,42,17","41,44,39,36,14,29",1467.398,1424.712,0.561124,5,4
673,box,"10,29,15,28,24,48","31,6,32,12,30,39",1492.862,1527.86,0.449803,4,10
674,box,"19,2,20,11,12,26","39,13,5,10,40,28",1641.173,1548.233,0.63065,10,3
675,box,"34,9,1,39,7,25","43,2,8,46,3,47",1610.088,1493.288,0.66203,11,7
676,box,"1,48,7,35,22,6","13,9,31,37,29,11",1560.302,1560.727,0.499388,10,9
677,box,"35,8,2,3,7,48","19,44,33,27,10,1",1595.702,1569.06,0.538265,6,10
678,box,"15,44,25,47,8,32","11,45,48,7,19,23",1447.608,1466.55,0.472768,10,9
679,hf,"3,39,10,12,28,34","22,47,45,44,46,20",1585.52,1323.725,0.818618,16,11
680,hf,"18,32,43,24,17,5","1,10,41,21,40,25",1540.873,1564.003,0.466762,11,6
681,box,"8,37,28,18,10,6","21,9,12,25,23,42",1598.297,1557.592,0.558313,10,6
682,hf,"9,42,16,25,27,36","32,35,41,47,40,38",1520.46,1350.863,0.726369,12,9
683,hf,"27,34,37,45,15,6","16,24,1,14,2,41",1488.992,1646.522,0.287652,6,15
684,box,"4,23,24,9,19,30","10,36,27,16,14,15",1615.76,1577.7,0.554555,10,5
685,box,"2,45,28,24,4,7","38,5,31,39,11,48",1611.917,1452.055,0.715091,12,7
686,box,"27,10,12,31,9,34","20,45,48,22,29,1",1576.5,1473.477,0.644065,14,9
687,hf,"12,33,11,1,26,28","30,36,17,37,47,20",1618.505,1431.772,0.745532,12,8
688,hf,"6,34,25,9,14,26","40,4,15,43,12,36",1592.81,1516.9,0.607538,13,8
689,box,"31,21,42,46,26,25","11,4,24,28,13,18",1446.973,1628.342,0.260371,7,14
690,hf,"2,16,19,11,35,7","5,14,39,1,20,13",1639.15,1638.735,0.500597,7,10
691,hf,"37,48,3,47,31,46","4,21,6,20,1,23",1349.042,1688.427,0.124155,6,15
692,box,"21,26,23,9,44,7","22,27,33,43,40,10",1554.893,1481.035,0.604718,7,4
693,hf,"3,19,11,10,44,30","6,41,42,15,14,45",1583.655,1474.04,0.652715,17,11
694,box,"34,47,39,42,48,22","29,9,43,19,24,28",1317.717,1526.852,0.230786,3,10
695,hf,"40,39,5,10,37,41","32,7,1,45,20,36",1481.335,1548.587,0.404408,6,10
696,hf,"30,21,11,19,46,5","18,37,24,23,6,43",1541.2,1519.373,0.53137,10,9
697,hf,"17,29,42,9,8,37","32,3,24,19,26,27",1536.76,1589.83,0.424215,8,12
698,hf,"40,21,24,6,44,27","33,29,17,3,4,16",1499.828,1640.98,0.307351,7,10
699,hf,"7,19,25,11,37,26","5,15,46,30,6,23",1572.728,1551.993,0.529805,9,6
700,box,"6,12,7,26,28,13","45,22,5,21,41,32",1622.34,1488.223,0.683962,10,5
701,hf,"35,10,31,47,41,14","21,37,3,39,25,4",1441.483,1593.15,0.294617,9,12
702,box,"31,14,4,47,2,28","18,17,12,6,10,5",1564.33,1655.608,0.371581,8,14
703,box,"27,34,14,43,17,12","4,6,28,22,20,11",1521.192,1642.815,0.331786,5,10
704,box,"11,45,28,23,37,25","1,36,39,13,5,10",1487.083,1618.188,0.319798,6,13
705,box,"48,47,21,1,10,30","44,32,46,8,27,17",1463.237,1460.578,0.503826,7,10
706,hf,"29,41,38,7,3,14","13,27,35,11,25,43",1572.725,1511.267,0.587535,12,7
707,hf,"1,24,47,2,20,44","33,8,32,30,27,38",1540.57,1510.23,0.543552,10,9
708,box,"22,8,12,30,28,24","46,36,39,11,35,44",1578.675,1391.335,0.746194,10,3
709,hf,"19,45,40,7,6,47","44,2,46,27,43,32",1445.142,1434.603,0.515161,6,7
710,box,"33,38,3,43,19,27","14,15,30,36,25,8",1520.052,1562.797,0.438794,15,10
711,hf,"27,42,46,26,1,24","15,33,19,18,17,20",1508.647,1576.28,0.403879,8,9
712,hf,"27,3,1,2,10,24","34,39,21,22,11,37",1723.573,1508.598,0.775128,18,12
713,box,"13,40,42,26,4,37","28,9,25,12,45,21",1508.758,1531.865,0.466796,8,12
714,box,"41,37,26,48,17,36","11,21,14,6,39,2",1394.333,1632.887,0.2021,4,10
715,box,"46,35,6,37,25,2","9,30,23,12,16,15",1524.247,1598.243,0.395092,6,8
716,hf,"25,17,43,4,18,6","10,41,2,38,7,8",1588.505,1610.222,0.468788,11,8
717,box,"12,6,5,32,24,14","26,7,45,2,27,46",1623.795,1507.267,0.66168,10,5
718,hf,"21,41,29,11,12,20","1,44,37,39,3,8",1553.197,1576.017,0.467207,7,8
719,hf,"35,1,11,34,17,8","13,39,2,48,40,45",1618.237,1414.915,0.76322,18,10
720,hf,"8,14,2,21,9,15","6,44,18,40,31,13",1672.682,1503.372,0.726041,12,9
721,hf,"19,30,32,28,33,26","13,17,12,42,18,43",1515.547,1510.097,0.507843,7,6
722,box,"14,47,32,28,29,45","39,18,21,7,25,43",1410.49,1514.237,0.354981,9,10
723,box,"29,11,3,33,17,38","27,19,39,34,23,26",1581.5,1510.078,0.60136,11,8
724,hf,"23,16,5,14,43,24","44,10,21,8,1,40",1562.762,1572.318,0.48625,10,12
725,box,"21,15,36,5,25,19","39,14,34,41,7,46",1580.195,1454.168,0.67381,4,3
726,hf,"5,37,42,27,44,28","21,46,13,40,4,32",1465.095,1508.072,0.438465,7,8
727,box,"11,39,21,38,25,16","37,2,19,41,42,1",1528.693,1567.978,0.443704,4,7
728,box,"34,3,22,42,2,5","31,7,27,20,18,21",1631.292,1579.527,0.573949,5,10
729,box,"26,20,45,30,32,42","8,24,40,7,2,15",1439.02,1628.85,0.251101,6,12
730,hf,"45,47,28,15,11,6","13,24,35,1,4,17",1469.808,1650.645,0.260961,7,12
731,hf,"20,5,17,22,40,25","18,11,9,38,30,8",1565.505,1583.477,0.47416,4,3
732,hf,"27,41,29,43,8,34","45,16,37,31,32,18",1470.103,1463.587,0.509377,10,9
733,hf,"19,46,6,23,36,16","42,14,5,40,32,4",1516.352,1554.377,0.445495,8,7
734,box,"32,7,22,14,38,34","33,21,20,30,10,42",1540.555,1522.295,0.526254,10,5
735,box,"40,33,13,26,46,5","18,28,11,20,37,7",1487.897,1578.8,0.372085,4,10
736,box,"30,12,18,2,31,43","34,29,23,17,8,36",1553.325,1540.998,0.517732,10,8
737,hf,"4,29,18,24,7,48","42,25,28,13,19,39",1541.133,1500.932,0.557598,8,7
738,box,"28,7,44,4,42,16","8,15,46,45,3,37",1540.153,1494.755,0.564964,10,7
739,hf,"46,26,47,48,7,15","18,32,14,11,40,23",1369.762,1545.2,0.266999,5,9
740,hf,"1,7,12,33,40,31","20,16,11,21,5,44",1589.213,1570.397,0.527053,9,7
741,box,"31,28,22,2,12,17","5,11,1,39,23,48",1610.798,1546.912,0.590918,9,7
742,box,"37,44,19,15,34,33","11,10,7,40,20,22",1467.592,1590.832,0.329726,0,10
743,hf,"32,17,24,30,1,23","20,22,34,39,31,8",1596.493,1527.902,0.597449,8,6
744,hf,"27,15,43,10,23,32","2,16,37,28,24,14",1523.547,1596.838,0.396062,12,16
745,box,"41,7,18,48,44,35","29,34,12,17,23,22",1399.628,1557.978,0.286686,9,10
746,box,"3,38,34,45,22,40","8,28,30,37,23,19",1474.092,1543.633,0.401237,10,6
747,box,"34,19,40,36,43,11","20,32,47,5,46,1",1459.065,1497.493,0.444922,5,10
748,box,"1,28,23,43,48,4","17,9,46,19,33,36",1521.25,1495.658,0.536763,14,13
749,hf,"38,6,19,15,3,31","23,16,25,28,26,7",1605.523,1581.98,0.53383,6,7
750,box,"28,44,21,38,9,13","17,47,27,36,43,20",1513.017,1418.668,0.632536,12,10
751,box,"12,25,28,7,9,34","29,21,33,23,30,39",1593.262,1501.075,0.629639,10,7
752,hf,"36,2,27,6,9,40","20,16,38,33,24,44",1590.642,1483.402,0.649609,12,5
753,box,"4,26,9,47,43,1","30,34,42,48,6,39",1546.473,1404.917,0.693145,11,6
754,hf,"19,37,31,45,22,4","8,38,33,43,14,34",1511.688,1488.142,0.533835,8,7
755,box,"44,41,10,20,47,45","1,32,40,13,8,5",1363.557,1626.492,0.18041,5,11
756,hf,"14,7,31,2,33,29","26,4,8,20,42,46",1609.317,1524.973,0.61905,9,4
757,box,"35,17,40,44,29,43","46,8,28,10,2,12",1405.785,1595.902,0.250791,5,10
758,box,"45,35,13,31,48,19","43,7,38,32,24,18",1400.745,1503.605,0.356151,5,10
759,hf,"28,10,2,19,30,8","37,25,1,38,20,3",1634.977,1610.987,0.53447,7,8
760,hf,"23,9,30,46,18,1","11,48,33,40,14,41",1569.428,1420.595,0.701982,9,7
761,box,"12,42,10,23,47,37","22,30,9,18,20,26",1450.977,1575.322,0.328321,4,9
762,hf,"39,43,12,37,33,47","34,17,9,21,38,23",1378.737,1548.073,0.273929,6,11
763,box,"2,47,11,15,7,43","44,32,31,21,45,16",1533.235,1437.727,0.634087,10,4
764,hf,"27,5,4,40,17,8","3,47,29,24,2,12",1617.625,1583.658,0.548727,12,11
765,hf,"37,36,13,46,17,32","29,19,15,45,11,28",1455.435,1519.813,0.408398,9,12
766,hf,"41,43,7,14,3,9","1,24,27,37,35,5",1580.337,1590.585,0.485256,10,6
767,hf,"34,32,13,14,37,31","33,23,41,36,9,5",1512.447,1537.843,0.463516,8,5
768,hf,"9,34,20,7,8,32","15,4,39,35,22,2",1600.17,1607.877,0.488911,9,6
769,box,"46,23,5,11,19,48","35,37,16,34,33,20",1469.045,1494.102,0.464003,10,5
770,hf,"17,42,2,3,22,27","48,13,44,4,9,14",1621.147,1510.43,0.654151,5,2
771,box,"43,4,16,32,5,37","40,3,23,44,27,6",1551.175,1543.793,0.510621,8,11
772,hf,"32,33,15,42,23,28","31,20,46,2,4,39",1499.96,1551.542,0.426309,6,7
773,box,"44,48,2,36,31,4","25,42,9,28,39,45",1479.822,1448.482,0.54498,10,3
774,hf,"13,22,28,4,16,15","6,38,1,43,27,35",1625.402,1538.35,0.62272,10,7
775,hf,"47,16,4,5,46,9","29,12,19,3,21,23",1521.688,1621.142,0.36066,3,12
776,hf,"9,39,26,31,43,8","5,42,17,35,14,32",1506.962,1532.382,0.463483,5,10
777,box,"29,46,20,24,36,19","42,16,34,18,21,35",1480.443,1499.688,0.472333,4,10
778,box,"18,6,14,9,34,15","20,36,46,8,24,10",1613.223,1522.407,0.627798,11,8
779,box,"8,2,32,3,18,44","38,25,20,6,4,43",1618.123,1554.853,0.59006,6,10
780,hf,"15,14,25,12,43,28","35,4,20,3,42,23",1538.075,1593.402,0.421045,5,7
781,hf,"17,38,14,2,22,40","28,42,4,7,36,25",1566.657,1556.622,0.514438,13,14
782,hf,"35,30,28,37,45,34","17,11,25,47,16,9",1420.372,1531.673,0.345087,10,13
783,hf,"18,6,16,35,19,22","37,26,3,48,24,39",1582.853,1464.52,0.664002,7,3
784,box,"39,1,8,20,37,43","21,17,12,29,30,2",1536.768,1610.333,0.395686,7,10
785,box,"36,14,27,4,38,6","18,40,48,21,5,29",1581.383,1472.587,0.651646,8,4
786,hf,"9,15,41,12,10,40","42,4,47,8,3,45",1550.127,1496.467,0.576615,7,9
787,hf,"46,15,4,17,45,2","23,35,3,39,16,42",1548.22,1526.067,0.531838,10,8
788,hf,"14,21,37,24,44,27","5,28,19,10,2,47",1494.518,1577.833,0.382347,11,12
789,box,"42,24,31,19,40,2","11,47,3,45,10,43",1528.573,1459.975,0.597458,11,9
790,hf,"38,46,23,14,25,48","3,10,44,6,5,15",1402.187,1637.543,0.205083,7,16
791,box,"47,27,35,8,34,4","39,31,44,40,29,21",1500.99,1428.445,0.602909,10,5
792,hf,"16,24,15,30,21,8","48,29,27,47,6,23",1589.478,1414.048,0.732992,14,8
793,hf,"31,39,15,29,27,46","37,9,35,16,44,41",1454.658,1455.247,0.499153,8,9
794,box,"27,48,33,10,37,32","41,13,12,30,1,11",1438.1,1605.017,0.276708,9,13
795,hf,"48,7,9,3,28,2","11,5,46,33,34,25",1612.04,1513.367,0.638304,11,9
796,box,"36,16,46,19,8,22","43,38,39,7,3,5",1513.625,1556.393,0.43876,7,10
797,hf,"28,19,31,45,9,12","38,33,6,10,1,24",1522.142,1617.7,0.365846,8,9
798,hf,"12,33,38,18,7,15","20,32,22,4,37,34",1570.405,1551.372,0.527364,5,8
799,box,"21,25,48,12,10,3","14,28,34,18,37,46",1556.332,1469.258,0.622749,10,7
800,hf,"29,15,11,19,17,39","7,47,18,10,42,14",1558.53,1503.738,0.578204,13,9
801,hf,"3,35,47,13,1,32","2,24,14,19,37,28",1558.81,1593.767,0.449862,6,9
802,hf,"8,46,47,48,29,28","32,17,6,9,18,45",1349.732,1546.225,0.243957,4,10
803,hf,"15,47,5,21,11,33","22,18,30,43,46,45",1525.702,1392.12,0.683295,12,7
804,hf,"46,34,21,13,36,43","41,3,1,16,9,25",1428.097,1652.043,0.215998,8,14
805,box,"31,10,32,12,46,19","9,13,6,34,14,1",1510.078,1663.965,0.291968,6,10
806,box,"3,27,45,17,40,25","41,38,16,23,31,34",1515.147,1477.478,0.553998,7,10
807,hf,"32,48,41,26,39,23","35,31,19,7,15,8",1395.26,1583.8,0.2525,5,13
808,hf,"27,29,21,16,43,28","8,12,30,46,42,23",1507.158,1485.312,0.531399,5,7
809,box,"32,39,27,44,16,2","19,18,33,14,46,4",1518.265,1549.185,0.45562,4,5
810,hf,"28,26,17,4,18,32","15,22,3,20,29,27",1589.117,1610.287,0.469572,7,6
811,hf,"8,40,47,22,9,39","35,2,41,25,6,45",1462.028,1516.65,0.422034,6,7
812,box,"34,14,24,35,13,11","45,26,15,19,43,46",1559.482,1406.272,0.707226,14,9
813,box,"3,2,34,7,33,26","32,48,11,19,20,47",1644.46,1411.975,0.792209,11,5
814,hf,"8,25,42,26,9,18","6,5,41,33,27,2",1562.467,1607.987,0.434864,7,6
815,box,"48,38,26,13,39,20","21,28,33,2,43,18",1431.595,1551.187,0.334384,9,16
816,box,"25,19,28,6,15,27","36,18,31,47,35,33",1586.702,1415.557,0.728137,12,6
817,box,"24,35,46,7,29,15","37,2,26,43,44,48",1505.567,1398.49,0.649395,11,7
818,hf,"41,6,7,36,11,14","32,38,16,47,10,26",1576.762,1464.575,0.656063,9,8
819,hf,"37,15,4,32,17,27","20,22,10,3,21,48",1571.878,1552.632,0.52767,8,9
820,hf,"36,32,35,47,21,42","16,44,30,31,33,48",1389.027,1396.27,0.489578,7,9
821,box,"45,5,25,9,1,11","34,8,43,13,29,41",1619.847,1485.705,0.683993,10,7
822,hf,"32,9,36,27,26,1","19,8,28,42,18,34",1587.947,1531.343,0.580746,8,7
823,hf,"19,34,44,14,40,24","47,39,17,31,30,45",1475.517,1376.477,0.638791,12,6
824,box,"9,11,34,31,1,21","27,12,10,45,5,44",1623.505,1507.623,0.660846,13,9
825,hf,"22,7,4,40,30,39","11,5,23,36,15,45",1550.288,1533.783,0.523735,11,12
826,box,"28,38,20,24,40,26","17,36,35,13,5,10",1494.555,1578.592,0.381366,7,10
827,hf,"9,34,38,42,25,22","37,46,39,18,31,14",1499.66,1448.087,0.57368,10,7
828,box,"40,10,47,11,31,1","21,5,4,9,33,29",1523.302,1632.102,0.348349,6,8
829,hf,"16,36,26,25,45,31","23,20,34,21,40,6",1467.728,1542.557,0.393948,3,8
830,box,"41,18,46,10,28,36","29,32,17,8,43,44",1460.647,1470.022,0.486512,3,6
831,box,"23,47,28,14,40,36","13,25,24,12,1,42",1431.627,1598.218,0.277083,6,10
832,hf,"7,24,17,33,1,39","18,3,42,31,26,41",1601.872,1521.142,0.614133,7,5
833,box,"4,37,2,31,39,41","30,32,12,45,35,7",1544.682,1491.365,0.576132,10,5
834,hf,"9,6,27,8,4,29","41,44,21,7,35,18",1654.865,1485.555,0.726041,16,10
835,box,"2,22,44,21,11,38","24,34,1,26,27,4",1553.173,1629.395,0.392035,4,10
836,box,"6,12,29,3,18,39","13,33,27,47,1,20",1611.607,1533.81,0.610124,10,7
837,hf,"45,6,37,30,47,8","44,12,42,41,21,2",1433.055,1500.807,0.403715,9,12
838,box,"6,47,16,20,44,42","13,9,45,4,25,19",1432.35,1578.09,0.301757,7,12
839,hf,"13,18,48,12,19,17","29,43,6,32,23,24",1517.003,1519.235,0.496788,9,8
840,box,"11,3,38,25,10,35","37,14,28,23,19,41",1590.57,1510.59,0.61311,11,6
841,box,"18,6,33,14,17,45","30,44,3,8,34,12",1536.442,1561.042,0.464657,8,10
842,box,"3,21,45,7,41,23","1,11,27,31,22,38",1543.298,1587.462,0.436784,5,10
843,hf,"12,2,29,40,30,38","37,28,26,31,16,17",1539.592,1525.523,0.520235,7,8
844,hf,"3,15,33,7,27,28","18,37,26,38,2,11",1616.438,1572.22,0.563294,10,4
845,box,"34,13,37,9,45,43","22,4,6,20,10,23",1444.753,1651.91,0.232814,6,11
846,box,"12,20,47,6,48,16","14,28,45,43,10,36",1449.623,1456.54,0.490047,6,10
847,box,"44,26,45,14,31,43","25,30,16,7,42,9",1399.343,1560.607,0.283268,5,11
848,hf,"19,44,28,39,26,35","5,23,32,38,2,15",1453.113,1606.948,0.29203,8,13
849,box,"24,22,33,1,40,39","26,5,15,9,32,13",1538.852,1610.683,0.398074,7,10
850,hf,"12,28,10,19,20,25","31,3,17,27,48,11",1593.133,1528.553,0.591882,14,9
851,box,"23,44,7,42,26,1","11,21,9,37,33,25",1547.172,1558.242,0.484074,4,10
852,hf,"4,20,28,17,41,8","39,29,33,24,31,22",1592.268,1498.953,0.631153,11,7
853,hf,"12,28,35,25,44,6","10,1,22,38,17,13",1517.99,1625.222,0.350401,4,5
854,box,"28,4,30,19,3,8","32,46,24,47,40,17",1655.843,1383.258,0.827659,10,3
855,hf,"18,12,19,23,27,2","29,21,20,3,8,45",1627.21,1571.222,0.579883,8,9
856,box,"35,7,9,10,41,32","28,18,23,30,16,34",1552.313,1540.013,0.517694,6,10
857,hf,"47,41,7,25,33,6","22,48,20,28,26,2",1481.158,1522.572,0.440682,5,4
858,box,"6,28,8,13,37,17","20,40,33,35,16,4",1591.947,1543.043,0.569916,10,4
859,box,"12,18,33,43,3,39","26,48,19,47,1,27",1533.89,1449.602,0.618976,10,3
860,hf,"30,39,41,21,7,15","43,2,45,42,5,19",1518.597,1500.022,0.526706,8,9
